name,company,summary,locations_joined,city_guess,name_key,industry,role_family,seniority,core_skills,education_required,languages_required,employment_type,confidence,years_min,years_max
Sales Supervisor GT - Hồ Chí Minh,Trang Văn hóa công ty,"- Core responsibilities:
  - Quản lý bán hàng
  - Lập kế hoạch phát triển thị trường
  - Thúc đẩy tổ chức thực hiện kế hoạch
  - Xây dựng và phát triển đội ngũ nhân viên bán hàng
  - Giám sát chất lượng và đánh giá kết quả hoàn thành công việc

- Required skills/tools/technologies:
  - MS Office: Excel, Words, PPT
  - Nắm rõ quy mô thị trường
  - Hiểu rõ thông tin tới từng cửa hàng
  - Đọc được thông tin đối thủ trong khu vực quản lý

- Required years of experience: 2 năm

- Required education/certifications:
  - Tốt nghiệp từ Cao đẳng trở lên

- Required languages: Không định rõ

- Employment type:
  - Không định rõ","22th Floor, Pearl Plaza, 561A Dien Bien Phu St, Ward 25, Binh Thanh Dist, HCMC",,sales supervisor gt  hồ chí minh,Retail,Sales,Mid,"['MS Office', 'Sales', 'Market Development', 'Team Building', 'Quality Assurance']",College,[''],Unknown,0.95,2.0,2.0
Nhân Viên Kế Hoạch Sản Xuất - Planning (Plan Team) - Làm Việc Tại Bắc Ninh,Trang Văn hóa công ty,"- Lập kế hoạch sản xuất phù hợp dựa trên công suất máy
- Cập nhật và so sánh sản lượng thực tế với kế hoạch sản xuất hàng ngày
- Kiểm tra và kiểm soát BOM
- Lập báo cáo liên quan đến kế hoạch sản xuất
- Phối hợp với các phòng ban khác cho giải quyết các vấn đề tiềm ẩn
- Thẩm định công việc theo chỉ thị của cấp trên
- Làm việc trên hệ thống ERP
- Chuẩn bị báo cáo và phân tích dữ liệu sản xuất hàng ngày

- Giao tiếp tốt bằng tiếng Anh
- Giao tiếp bằng tiếng Việt
- Kiến thức Excel, Word, Powerpoint
- Tư duy logic tốt
- Lương thời vụ hoặc hợp đồng thời hạn (độ dài không được định rõ)","Cụm công nghiệp đa nghề Đông Thọ, Xã Đông Thọ, Huyện Yên Phong, Tỉnh Bắc Ninh, Việt Nam",Tỉnh Bắc Ninh,nhân viên kế hoạch sản xuất  planning (plan team)  làm việc tại bắc ninh,Manufacturing,Operations,Mid,"['Production Planning', 'ERP', 'Excel', 'Logistics']",College,"['English B1', 'Vietnamese']",Contract,0.8,,
"Kỹ Sư Kỹ Thuật - Ưu Tiên Các Ngành Điện Tử, Tự Động Hóa, Cơ Khí, Hóa Học",Trang Văn hóa công ty,"• Thấu hiểu kỹ thuật trên line sản xuất, tìm hiểu nguyên nhân và khắc phục sự cố trên line sản xuất.
• Lắp đặt và bảo dưỡng máy trong dây chuyền sản xuất.
• Sửa chữa các máy móc trong dây chuyền sản suất PCB, FPC, EMS.
• Khởi động, đánh giá thiết bị, đánh giá thiết lập điều kiện sản xuất dây chuyền.
• Cải tiến chất lượng, cải tiến chi phí.
• Lập kế hoạch sản xuất, quản lý nhân lực trong dây chuyền.
• Quản lý, thiết kế và vận hành, lắp khuôn trên máy.
• Thiết kế, biên tập tập kỹ thuật, dữ liệu sản phẩm.
• Tham gia phát triển sản phẩm mới, chạy hàng test.
• Làm báo cáo định kỳ.

• Tốt nghiệp Đại học chuyên ngành Điện - Điện tử, Cơ khí, Hóa học, Tự động hóa, ...
• 2 năm hoặc nhiều hơn kinh nghiệm trong ngành sản xuất điện tử
• Biết sử dụng các kỹ thuật và công nghệ liên quan đến ngành sản xuất điện tử
• Biết đọc hiểu kỹ thuật tiếng Anh hoặc tiếng Nhật
• Có chứng chỉ liên quan đến ngành điện tử hoặc sản xuất
• Không cần ghi rõ, tuy nhiên có thể liên quan đến bằng đại học, chứng chỉ, và kinh nghiệm
• Đi làm toàn thời gian, không ghi rõ thêm thông tin về công việc từ xa","KCN Thạch Thất – Quốc Oai, HN",,"kỹ sư kỹ thuật  ưu tiên các ngành điện tử, tự động hóa, cơ khí, hóa học",Manufacturing,Operations,Mid,"['Manufacturing Operations', 'Troubleshooting', 'Electrical Engineering', 'Technical Writing', 'Project Management', 'Product Design']",Bachelor,"['English B1', 'Vietnamese']",Full-time,0.9,2.0,
"Trưởng Phòng Kinh Doanh (Nam, Độ Tuổi 8X - Lương Cứng Lên Tới 40M/tháng, Thỏa Thuận Theo Năng Lực)",Công Ty Cổ Phần Phong Liên,"**Core Responsibilities:**

* Quản lý hoạt động kinh doanh
* Quản lý nhân sự
* Quản lý nhu cầu của khách hàng
* Đặt ra chỉ tiêu, tiêu chuẩn công việc cho nhóm các nhân viên kinh doanh và các đại diện bán hàng
* Tổ chức việc tập huấn nâng cao năng lực, đảm bảo nhân sự trong bộ phận có đủ khả năng sử dụng các công nghệ mới trong công việc
* Đảm bảo hiệu suất làm việc của các đại diện bán hàng là một trong các nhiệm vụ quan trọng của trưởng phòng kinh doanh
* Lên ngân sách, chi phí cho các hoạt động kinh doanh
* Làm việc trong mối quan hệ hợp tác với bộ phận marketing nhằm phát triển các kế hoạch cũng như quảng bá thương hiệu của doanh nghiệp
* Tham gia quá trình setup nhân sự, tuyển dụng nhân sự và đào tạo nhân viên mới

**Required Skills/Tools/Technologies:**

* Kỹ năng tổ chức, quản lý, điều hành đội nhóm
* Kỹ năng đào tạo huấn luyện nhân viên
* Sử dụng Tiếng Anh
* Kỹ năng định hướng dịch vụ khách hàng
* Kỹ năng tạo dựng niềm tin với đội ngũ nhân viên

**Required Year of Experience:**

* Có ít nhất 2 năm kinh nghiệm ở vị trí tương đương

**Required Education/Certifications:**

* Đại học trở lên chuyên nghành Kinh tế, Marketing, Tài chính...

**Required Languages:**

* Sử dụng Tiếng Anh

**Employment Type Info:**

* Lương cứng 30 - 40 triệu/tháng (gồm Phụ cấp + thỏa thuận theo năng lực) + thưởng
* Môi trường làm việc với không gian mở, khuyến khích tinh thần trẻ trung, năng động, gần gũi và sáng tạo
* Lương tháng thứ 13, xét tăng lương 1 lần/1 năm
* Phụ cấp ăn ca, công tác phí
* Hưởng đầy đủ tất cả các chế độ theo luật lao động (BHXH, BHYT, BHTN, …), nghỉ phép, nghỉ lễ theo quy định của Nhà nước.","Số nhà 25 ngõ 85 Lĩnh Nam, Hoàng Mai, Hà Nội",Hà Nội,"trưởng phòng kinh doanh (nam, độ tuổi 8x  lương cứng lên tới 40m/tháng, thỏa thuận theo năng lực)",Sales,Sales,Senior,"['Sales Management', 'Team Management', 'Service Orientation', 'Interpersonal Skills']",Bachelor+,"['English', 'Vietnamese']",Full-time,0.9,2.0,
Nhân Viên Quản Lý Chất Lượng (QA Staff),"Sews-Components Vietnam Co., Ltd.","• University graduation, major in quality assurance or engineering (mechanical, mechatronic, automation, electrical, electronic,...)
• Good command of English
• The candidate who have experiences is a priority (related experience preferred)
• Good at MS Office applications (Ms Excel, Ms Word, Outlook and Power Point)
• Able to work independently and in a team
• Kỹ năng giao tiếp, lập kế hoạch, phân tích và giải quyết vấn đề (communication, planning, problem analysis-solving skills)
• Ability to manage time and meet deadlines
• Required education: Đại học (University graduation)
• Required experience: No specific years of experience mentioned
• Languages: Knows English is preferred; PREFERRED LANGUAGE: English","Lô D2,D3, KCN Thăng Long 2, Nguyễn Văn Linh, Hưng Yên",,nhân viên quản lý chất lượng (qa staff),Manufacturing,QA,Mid,"['Quality Assurance', 'MS Office', 'Microsoft Excel', 'Communication', 'Problem Solving', 'Time Management', 'Teamwork']",Bachelor,['English B1'],Full-time,0.8,,
Trưởng Phòng Kiểm Soát,Công Ty Vàng Bạc Đá Quý Bảo Tín Minh Châu,"**Core responsibilities**

- Tham mưu cho Ban TGĐ trong việc xây dựng quy chế, quy định, quy trình kiểm soát, chính sách kiểm soát
- Kiểm tra việc mua bán, trao đổi vật tư hàng hóa phát sinh hàng ngày
- Kiểm tra định kì toàn hệ thống chứng từ, sổ sách, vật tư, hàng hóa, phương tiện tài sản, các nội dung giao dịch tại Công ty
- Thường xuyên kiểm soát và ký xác nhận việc nhập, xuất, tồn, tiền công, tiền hàng, vật tư ở quầy, quỹ
- Phát hiện, lập hồ sơ và đề xuất với Ban Giám đốc về biện pháp xử lý các vi phạm trong lĩnh vực tài chính, kinh doanh
- Kiểm soát các hoạt động nội bộ nói chung trong toàn hệ thống
- Báo cáo cấp trên về tình hình kiểm soát và các biến động nếu có
- Thực hiện các công việc khác theo sự chỉ đạo của Ban Tổng Giám đốc

**Required skills/tools/technologies**

- Không có thông tin cụ thể về kỹ năng, công cụ và công nghệ

**Required years of experience**

- 5 - 10 năm

**Required education/certifications**

- Tốt nghiệp Đại học trở lên chuyên ngành Tài chính, Kế toán, Kiểm toán, ...

**Required languages**

- Không có thông tin cụ thể về ngôn ngữ

**Employment type**

- Đóng quân tại Hà Nội
- Làm việc 9h00 - 18h00 từ Thứ Hai đến Thứ Sáu","Tòa nhà Lotus 190 Sài Đồng, Long Biên, Hà Nội",Hà Nội,trưởng phòng kiểm soát,Finance,Internal Controls,Mid,"['Accounting', 'Internal Audit', 'Financial Control', 'Financial Audit']",Bachelor,['Vietnamese'],Full-time,0.85,5.0,10.0
"Nam Kỹ Sư An Toàn Lao Động (Project HSE Engineer, Thưởng 2 Lần/năm)",Taikisha Vietnam Engineering,"• Kiểm tra và kiểm soát việc thực hiện các hoạt động an toàn tại dự án.
• Báo cáo cho Quản lý dự án việc tuân thủ các quy định an toàn ở công trường.
• Tư vấn và hỗ trợ Quản lý dự án trong việc lập kế hoạch, tổ chức thực hiện các hoạt động an toàn tại dự án.
• Kiểm tra, kiểm soát hệ thống HSE của các dự án.
• Báo cáo cho Quản lý dự án việc tuân thủ các quy định an toàn ở công trường.
• Làm việc tại các KCN ven Tp. HCM như: VSIP I, VSIP II, Long Duc – Long Thanh, Amata

- Tiêu chuẩn:
 • Tốt nghiệp đại học.
 • Đã tiếp xúc với hệ thống ISO 45001:2018, ISO 14001:2015
 • Có khả năng quản lý hệ thống an toàn tại nhiều dự án cùng lúc

- Kinh nghiệm:
 • Không có tiêu chuẩn cụ thể về năm kinh nghiệm nhưng ưu tiên ứng viên có kinh nghiệm trong ngành cơ điện.
 
- Tiếng nói/khẩu:
 • Không có yêu cầu ngôn ngữ cụ thể.
 
- Hình thức tuyển dụng 
 • Chỉ tuyển nam.
 • Trên dưới 30 tuổi.","VSIP 1, VSIP 2; KCN Amata, KCN Long Đức-Long Thành,...",,"nam kỹ sư an toàn lao động (project hse engineer, thưởng 2 lần/năm)",Manufacturing,Operations,Mid,"['HSE', 'Safety', 'Project Management']",Bachelor,[],Full-time,0.8,,
Bussiness Development Officer,"Soji Electronics.,jsc","• Conduct market research to identify business opportunities and assess market trends.
• Develop and maintain relationships with clients, partners, and stakeholders.
• Prepare business proposals, presentations, and contracts in alignment with company goals.
• Collaborate with marketing and sales teams to develop market strategies.
• Monitor industry developments and competitor activities.
• Analyze business performance metrics and provide recommendations for improvement.
• Represent the company at industry events, conferences, and meetings.
• At least 5 years of experience in business development, sales, or a related role.
• Bachelor’s degree in Business Administration, Marketing, or a related field.
• Fluency in English and Vietnamese is required.
• Proficient in MS Office and CRM software.
• Strong communication, negotiation, and interpersonal skills.","C50-LK13, Lô 09, KĐT Geleximco Khu C, Lê Trọng Tấn, Dương Nội, Hà Đông, Hà Nội",Hà Nội,bussiness development officer,Finance,Sales,Senior,"['Business Development', 'Market Research', 'Relationship Building', 'Proposal Writing', 'Data Analysis', 'Communication', 'Negotiation']",Bachelor,"['English B1', 'Vietnamese']",Full-time,0.8,5.0,
Java Developer,Trang Văn hóa công ty,"• Develop the bank's Core Banking system
• Develop screens and business functionalities for Mobile Banking and Internet Banking
• Develop API, tool as required
• Monitor, test and troubleshoot systems
• Other tasks assigned by the Head of Division

• At least 02 years of experience in Java Backend development
• Experience with Spring Framework (MVC), Oracle DB, Linux (Unix)
• Experienced with Rest API, JSON, Jenkins
• Familiar with SQL, Batch Java, Linux command

• Required experience working in financial sector (banking, securities, insurance)
• University degree in Software Engineering, Computer Engineering or related majors
• Required education: 2 years of experience, no specific degree length mentioned
• Requires experience, not age, though range is specified (Age: 24 - 35)

• Be able to communicate in English, Korean language","34F, Keangnam Landmark 72, E6 Đường Phạm Hùng, Phường Yên Hòa, Hà Nội",Hà Nội,java developer,Finance,Software,Mid,"['Java', 'Spring Framework', 'Oracle DB', 'Linux', 'Rest API', 'JSON', 'Jenkins', 'SQL', 'Batch Java', 'Linux command']",Bachelor,"['English', 'Korean']",Full-time,0.9,2.0,
Ngoại Hối & Khách Hàng Doanh Nghiệp FDI (FX/FDI Business),Trang Văn hóa công ty,"• Conduct market research to identify and address gaps in customer insights and feedback.
• Work alongside cross-functional teams to implement solutions to improve customer experience.
• Analyze customer engagement data to inform business decisions.
• Develop and maintain customer data dashboards and reports.
 
• Strong data analysis and business insights skills.
• Proficiency in Tableau, SQL, and Microsoft Office (Excel, Word, PowerPoint).
• Experience with data visualization tools.
• Excellent communication and presentation skills.
 
• 3+ years of experience in a data analytics or business intelligence role.
 
• Bachelor's degree in Business, Economics, Statistics, or related field.
 
• English language proficiency (additional languages a plus).",Information is missed,,ngoại hối & khách hàng doanh nghiệp fdi (fx/fdi business),Finance,Data,Mid,"['Data Analysis', 'Business Insights', 'Tableau', 'SQL', 'Microsoft Office (Excel)']",Bachelor,['English'],Full-time,0.8,3.0,
Giám Đốc Bán Hàng Kênh Truyền Thống Khu Vực Phía Nam,Công Ty TNHH Taisun Việt Nam,"• Develop and implement sales strategies for the Southern region.
• Set sales plans and allocate sales targets by area, zone, and sales route.
• Develop and execute market development strategies for traditional sales channels in each province.
• Establish, monitor, and adjust pricing, promotion, discount, and rebate policies for traditional channels by region.
• Recruit, train, and develop sales teams in the Southern region.
• Supervise ASM, RSM, sales supervisors, and market staff.
• Ensure the team follows sales processes, coverage plans, and attains KPIs.
• Build and expand traditional sales distribution systems (dealers, distributors, outlets).
• Manage strategic NPP relationships, handle distribution channel issues.
• Ensure product coverage, display, and presence at retail outlets meet standards.
• Monitor, analyze sales data, employee efficiency, and market trends.
• Report quarterly business results and propose improvement solutions.
• Collaborate with marketing, trade marketing, supply chain departments to achieve common objectives.
• Implement targeted sales marketing programs based on regional characteristics.

• Bachelors' degree or higher in Business Administration, Marketing, Economics, or equivalent.
• At least 7 years of experience in fast-moving consumer goods sales, with at least 3 years in a senior managerial role for traditional sales channels.
• Experience working in the Southern region, with knowledge of characteristics and market trends in southern provinces and the western part of southern region is highly beneficial.

• Strong leadership, management skills, and motivation.
• Strong negotiation, conflict resolution, and decision-making skills.
• Analytical skills, strategic decision-making.
• Excellent communication and teamwork skills.
• Proficiency in Vietnamese and English languages.","8 Phan Đình Giót, Phường 2, Tân Bình, Ho Chi Minh City, Vietnam",Hồ Chí Minh,giám đốc bán hàng kênh truyền thống khu vực phía nam,Retail,Sales,Senior,"['Leadership', 'Management', 'Negotiation', 'Conflict resolution', 'Decision-making', 'Analytical skills', 'Strategic decision-making', 'Communication', 'Teamwork', 'Sales']",Bachelor,"['Vietnamese', 'English']",Full-time,0.8,7.0,
Purchasing Executive,Unigen Vietnam Hanoi Co.Ltd,"• Purchase various items such as raw materials, machinery, tools, and office/plant furniture
• Control purchase order issuance and prepare related documents
• Develop new suppliers and monitor performance regarding quality, cost, and delivery
• Negotiate purchasing conditions with suppliers (contracts, prices, delivery dates, etc.)
• Create purchasing reports and input materials to the warehouse
• Handle arising matters related to materials and work with suppliers on problems
• Administer purchasing activities from several aspects
• Coordinate with related departments on documents and procedures
• Assist with other tasks upon manager's request

• 1–3 years of experience
• Bachelor's degree (no specified field)
• Fluent in English
• Proficiency in Microsoft Office (Word, Excel, PowerPoint)
• Effective negotiation and communication skills
• Ability to work under high pressure

• Employment type: open to various options, 
• Flexible, possibly with remote work options 
• Full-time employment required.","Bắc Ninh, Vietnam; Hung Yen, Vietnam; Hà Nội, Vietnam",Hà Nội,purchasing executive,Manufacturing,Purchasing,Mid,"['Procurement', 'Contract Negotiation', 'Communication', 'Microsoft Office', 'Negotiation']",Bachelor,['English B1'],Full-time,0.85,1.0,3.0
Nhân Viên Kinh Doanh,Golden Asia Media,"**Core Responsibilities:**
- Tìm kiếm và chào bán các hình thức quảng cáo OOH
- Đàm phán và chuẩn bị báo giá cho khách hàng
- Quản lý hợp đồng, công nợ và công việc chăm sóc khách hàng
- Nắm bắt hoạt động của đối thủ và đề xuất hướng giải quyết
- Trình báo cáo công việc cho Trưởng nhóm

**Required Skills/Tools/Technologies:**
- Kỹ năng giao tiếp, đàm phán và thuyết phục
- Năng động, chuyên nghiệp, khả năng làm việc dưới áp lực cao
- Khả năng làm việc độc lập và theo nhóm

**Required Years of Experience:**
- Không rõ, nhưng ưu tiên ứng viên có kinh nghiệm Telesales

**Required Education/Certifications:**
- Tốt nghiệp Cao đẳng, Đại học
- Ưu tiên các sinh viên tốt nghiệp tại các trường Quốc tế

**Required Languages:**
- Tiếng Anh giao tiếp tốt là một lợi thế
- Ngôn ngữ không rõ, nhưng có thể hiểu được tiếng Việt

**Employment Type:**
- Full-time (làm việc từ Thứ Hai đến Thứ sáu: 08:30 – 18:00)","P8A, Tầng 8, tòa Indochina 74 Bạch Đằng, Hải Châu, Đà Nẵng; P805, Tòa Indochina, Số 241 Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội; Tầng 11, Khu Cao Ốc Văn Phòng - Thương Mại - Dịch Vụ Tại Lô 5-5 (Golden Asia Media), Số 8-10 Đường Mai Chí Thọ",Hà Nội,nhân viên kinh doanh,Retail,Sales,Junior,"['Customer Service', 'Sales', 'Presentation', 'Excel', 'Communication']",Bachelor,['English'],Full-time,0.8,,
Nhân Viên Kinh Doanh,Golden Asia Media,"**Core Responsibilities:**
- Tìm kiếm và chào bán các hình thức quảng cáo OOH
- Đàm phán và chuẩn bị báo giá cho khách hàng
- Quản lý hợp đồng, công nợ và công việc chăm sóc khách hàng
- Nắm bắt hoạt động của đối thủ và đề xuất hướng giải quyết
- Trình báo cáo công việc cho Trưởng nhóm

**Required Skills/Tools/Technologies:**
- Kỹ năng giao tiếp, đàm phán và thuyết phục
- Năng động, chuyên nghiệp, khả năng làm việc dưới áp lực cao
- Khả năng làm việc độc lập và theo nhóm

**Required Years of Experience:**
- Không rõ, nhưng ưu tiên ứng viên có kinh nghiệm Telesales

**Required Education/Certifications:**
- Tốt nghiệp Cao đẳng, Đại học
- Ưu tiên các sinh viên tốt nghiệp tại các trường Quốc tế

**Required Languages:**
- Tiếng Anh giao tiếp tốt là một lợi thế
- Ngôn ngữ không rõ, nhưng có thể hiểu được tiếng Việt

**Employment Type:**
- Full-time (làm việc từ Thứ Hai đến Thứ sáu: 08:30 – 18:00)","P8A, Tầng 8, tòa Indochina 74 Bạch Đằng, Hải Châu, Đà Nẵng; P805, Tòa Indochina, Số 241 Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội; Tầng 11, Khu Cao Ốc Văn Phòng - Thương Mại - Dịch Vụ Tại Lô 5-5 (Golden Asia Media), Số 8-10 Đường Mai Chí Thọ",Hà Nội,nhân viên kinh doanh,Others,Sales,Junior,"['Sales', 'Communication', 'Teamwork', 'ERP software', 'Market Analysis']",College,['Vietnamese'],Contract,0.7,,
Nhân Viên Kinh Doanh,Golden Asia Media,"**Core Responsibilities:**
- Tìm kiếm và chào bán các hình thức quảng cáo OOH
- Đàm phán và chuẩn bị báo giá cho khách hàng
- Quản lý hợp đồng, công nợ và công việc chăm sóc khách hàng
- Nắm bắt hoạt động của đối thủ và đề xuất hướng giải quyết
- Trình báo cáo công việc cho Trưởng nhóm

**Required Skills/Tools/Technologies:**
- Kỹ năng giao tiếp, đàm phán và thuyết phục
- Năng động, chuyên nghiệp, khả năng làm việc dưới áp lực cao
- Khả năng làm việc độc lập và theo nhóm

**Required Years of Experience:**
- Không rõ, nhưng ưu tiên ứng viên có kinh nghiệm Telesales

**Required Education/Certifications:**
- Tốt nghiệp Cao đẳng, Đại học
- Ưu tiên các sinh viên tốt nghiệp tại các trường Quốc tế

**Required Languages:**
- Tiếng Anh giao tiếp tốt là một lợi thế
- Ngôn ngữ không rõ, nhưng có thể hiểu được tiếng Việt

**Employment Type:**
- Full-time (làm việc từ Thứ Hai đến Thứ sáu: 08:30 – 18:00)","P8A, Tầng 8, tòa Indochina 74 Bạch Đằng, Hải Châu, Đà Nẵng; P805, Tòa Indochina, Số 241 Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội; Tầng 11, Khu Cao Ốc Văn Phòng - Thương Mại - Dịch Vụ Tại Lô 5-5 (Golden Asia Media), Số 8-10 Đường Mai Chí Thọ",Hà Nội,nhân viên kinh doanh,Marketing,Sales,Junior,"['Advertising', 'Sales', 'Negotiation', 'Time management', 'Teamwork']",College,"['Good English', 'Vietnamese']",Full-time,0.8,,
Kế Toán Tổng Hợp (Mức Lương Từ 25Tr VNĐ /tháng),Công Ty Cổ Phần Đầu Tư Y Tế Việt Mỹ,"- Thu thập, theo dõi và kiểm tra tính hợp lý của các hóa đơn đầu vào.
- Lập, rà soát và nộp các báo cáo thuế định kỳ.
- Chuẩn bị hồ sơ hạn mức của Công ty tại Ngân hàng.
- Theo dõi và kiểm soát chi phí, dòng tiền và công nợ.
- Thực hiện công việc khác theo phân công của Công ty.
- Tốt nghiệp đại học chuyên ngành kế toán, kiểm toán.
- Kỹ năng tin học văn phòng (Word, Excel, Power Point).
- Thành thạo tiếng Anh (Toeic:750 hoặc Ielts: 5.5).
- Ít nhất 0 năm kinh nghiệm (không rõ giới hạn).
- Độ tuổi dưới 30, giới tính nữ.
- Đóng BHXH, BHYT theo quy định.
- Mức lương >=25tr VNĐ / tháng.","Tầng 9, toà nhà Diamond Flower, Số 48, Lê Văn Lương, P. Nhân Chính, Thanh Xuân, Hà Nội",Hà Nội,kế toán tổng hợp (mức lương từ 25tr vnđ /tháng),Finance,Finance,Mid,"['Excel', 'Word', 'Power Point', 'General Accounting', 'English']",Bachelor,['English'],Full-time,0.9,0.0,
PE Section Leader - Trưởng Bộ Phận Kỹ Thuật,Trang Văn hóa công ty,"• Prepare operating and maintenance manual for new test/inspection equipment.
• Create maintenance plan for replacement and repairing.
• Implement continuous improvement to optimize facilities performance.
• Support production during facilities breakdown.
• Minimize downtime through improvement actions.
• Manage calibration of measuring instruments and equipment.
• Design and optimize jigs and machines for production.
• Manage setup and layout of new production lines.
• Control budgets for consumable materials.
• Order and manage materials for production, repair, and maintenance.

• 2 years in a similar position
• 5+ years in an electronics manufacturing factory
• Understanding of ISO 9001 quality management system
• Proficiency in office tools: Word, Excel, PowerPoint, CAD, SolidWorks
• Team management and leadership skills
• Analytical skills with 5W, 5Why, 5M, QC tools, etc.
• Knowledge of QCC, TPM, Lean, Six Sigma ( advantageous)
• Fluency in English

• Full-time employment","Dong Van IV Industrial Zone, Kim Bang dist, Ha Nam province; Hà Nội, Việt Nam; Hung Yen, Vietnam",Hà Nội,pe section leader  trưởng bộ phận kỹ thuật,Manufacturing,Operations,Senior,"['CAD', 'SolidWorks', 'Microsoft Office', 'Microsoft Excel', 'Microsoft PowerPoint', 'Team Management', 'Leadership', 'Analytical Skills', 'Quality Management', 'Project Management', 'Manufacturing Process Optimization']",Bachelor,['English'],Full-time,0.9,2.0,5.0
Kế Toán Trưởng,Công Ty Cổ Phần Michem Việt Nam,"- Tổng hợp, tìm kiếm các thông tin cần thiết phục vụ cho công tác dự báo tài chính, dòng tiền của Công ty
- Đánh giá các hoạt động của Công ty trên phương diện tài chính
- Phân tích, thiết lập các công cụ quản trị và giảm thiểu rủi ro tài chính
- Lập các kế hoạch, mô hình tài chính, kế hoạch ngân sách, chiến lược
- Tổng hợp, lập báo cáo cho ban quản lý về tình hình, hiệu quả tài chính
- Hỗ trợ quản lý các hoạt động tài chính nói chung của Công ty, bao gồm ngân sách, chuyển nhượng tài chính hay các hoạt động tài chính khác
- Liên hệ với các tổ chức tín dụng để huy động, bổ sung nguồn vốn cho công ty kịp thời
- Cân đối tài chính thu – chi của công
- Lập các kế hoạch, mô hình tài chính, kế hoạch ngân sách, chiến lược
- Tổng hợp, lập báo cáo cho ban quản lý về tình hình, hiệu quả tài chính

1. 5 năm kinh nghiệm trong lĩnh vực kế toán, kiểm toán
2. 3 năm kinh nghiệm ở vị trí tương đương

- Tốt nghiệp Đại học loại khá, giỏi chuyên ngành Kế toán, Kiểm toán, Tài chính, ...
- Chứng chỉ Kế toán trưởng
- Thành thạo tiếng Anh

- Kỹ năng tìm kiếm, phân tích thông tin
- Kỹ năng giải quyết vấn đề và ra quyết định
- Kỹ năng quản lý xung đột, mâu thuẫn
- Kỹ năng giao tiếp
- Kỹ năng truyền đạt thông tin
- Kỹ năng làm việc độc lập và theo nhóm
- Thành thạo tin học văn phòng và phần mềm kế toán Fast, Misa

- Thỏa thuận","Hà Nội, Vietnam",Hà Nội,kế toán trưởng,Manufacturing,Finance,Senior,"['Accounting', 'Finance', 'SAP', 'ERP', 'Financial Reporting', 'Tax Regulations', 'Auditing']",Bachelor,['Vietnamese'],Full-time,0.95,5.0,
Kế Toán Trưởng,Công Ty Cổ Phần Michem Việt Nam,"- Tổng hợp, tìm kiếm các thông tin cần thiết phục vụ cho công tác dự báo tài chính, dòng tiền của Công ty
- Đánh giá các hoạt động của Công ty trên phương diện tài chính
- Phân tích, thiết lập các công cụ quản trị và giảm thiểu rủi ro tài chính
- Lập các kế hoạch, mô hình tài chính, kế hoạch ngân sách, chiến lược
- Tổng hợp, lập báo cáo cho ban quản lý về tình hình, hiệu quả tài chính
- Hỗ trợ quản lý các hoạt động tài chính nói chung của Công ty, bao gồm ngân sách, chuyển nhượng tài chính hay các hoạt động tài chính khác
- Liên hệ với các tổ chức tín dụng để huy động, bổ sung nguồn vốn cho công ty kịp thời
- Cân đối tài chính thu – chi của công
- Lập các kế hoạch, mô hình tài chính, kế hoạch ngân sách, chiến lược
- Tổng hợp, lập báo cáo cho ban quản lý về tình hình, hiệu quả tài chính

1. 5 năm kinh nghiệm trong lĩnh vực kế toán, kiểm toán
2. 3 năm kinh nghiệm ở vị trí tương đương

- Tốt nghiệp Đại học loại khá, giỏi chuyên ngành Kế toán, Kiểm toán, Tài chính, ...
- Chứng chỉ Kế toán trưởng
- Thành thạo tiếng Anh

- Kỹ năng tìm kiếm, phân tích thông tin
- Kỹ năng giải quyết vấn đề và ra quyết định
- Kỹ năng quản lý xung đột, mâu thuẫn
- Kỹ năng giao tiếp
- Kỹ năng truyền đạt thông tin
- Kỹ năng làm việc độc lập và theo nhóm
- Thành thạo tin học văn phòng và phần mềm kế toán Fast, Misa

- Thỏa thuận","Hà Nội, Vietnam",Hà Nội,kế toán trưởng,Finance,Finance,Director,"['Accounting', 'Tax', 'Financial Management', 'ERP', 'BI', 'AI']",Bachelor,['Vietnamese'],Full-time,0.95,7.0,
